material_id,symmetry,symmetry_number
mp-570017,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-16297,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-31907,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='2/m' symprec=0.1 version='1.16.2',164
mp-22993,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42m' number=121 point_group='-42m' symprec=0.1 version='1.16.2',121
mp-2658,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-762391,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-754741,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-5504,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-10165,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='1.16.2',140
mp-755764,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-28945,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Imm2' number=44 point_group='mm2' symprec=0.1 version='1.16.2',44
mp-5288,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-18816,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',227
mp-4541,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-8882,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3mc' number=186 point_group='6mm' symprec=0.1 version='1.16.2',186
mp-1644,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-560338,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3c' number=167 point_group='-3m' symprec=0.1 version='1.16.2',167
mp-8208,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-2056,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R32' number=155 point_group='32' symprec=0.1 version='1.16.2',155
mp-975906,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-19009,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-505825,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-35276,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-8861,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-12083,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-7437,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-864670,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-216,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Ia-3' number=206 point_group='m-3' symprec=0.1 version='1.16.2',206
mp-561412,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2' number=5 point_group='2' symprec=0.1 version='1.16.2',5
mp-1224,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-7704,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-3388,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-753595,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-20832,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-4' number=82 point_group='-4' symprec=0.1 version='1.16.2',82
mp-19306,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',227
mp-2802,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-542640,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-3274,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/nmm' number=129 point_group='4/mmm' symprec=0.1 version='1.16.2',129
mp-16565,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I-42m' number=121 point_group='-42m' symprec=0.1 version='1.16.2',121
mp-770635,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/amd' number=141 point_group='4/mmm' symprec=0.1 version='1.16.2',141
mp-638,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',191
mp-770618,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='1.16.2',148
mp-863028,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-945,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-637771,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='F-43m' number=216 point_group='-43m' symprec=0.1 version='1.16.2',216
mp-696114,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-10903,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-34993,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P-4m2' number=115 point_group='-42m' symprec=0.1 version='1.16.2',115
mp-758741,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-9986,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-11313,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-1085,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',227
mp-22784,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-634431,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-4276,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Imm2' number=44 point_group='mm2' symprec=0.1 version='1.16.2',44
mp-6326,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_422' number=181 point_group='622' symprec=0.1 version='1.16.2',181
mp-19774,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-571343,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-863260,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-7911,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-8632,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-22617,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-3854,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-3700,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4_1/a' number=88 point_group='4/m' symprec=0.1 version='1.16.2',88
mp-27409,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-765466,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='-3m' symprec=0.1 version='1.16.2',227
mp-8634,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-20856,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Im-3' number=204 point_group='m-3' symprec=0.1 version='1.16.2',204
mp-861189,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmn2_1' number=31 point_group='mm2' symprec=0.1 version='1.16.2',31
mp-864936,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-864672,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-18893,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-27219,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_2/mbc' number=135 point_group='4/mmm' symprec=0.1 version='1.16.2',135
mp-13869,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbcn' number=60 point_group='mmm' symprec=0.1 version='1.16.2',60
mp-30661,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-753024,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-6945,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4_12_12' number=92 point_group='422' symprec=0.1 version='1.16.2',92
mp-2136,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pccn' number=56 point_group='mmm' symprec=0.1 version='1.16.2',56
mp-2884,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Ibam' number=72 point_group='mmm' symprec=0.1 version='1.16.2',72
mp-6179,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3' number=173 point_group='6' symprec=0.1 version='1.16.2',173
mp-8732,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/nmm' number=129 point_group='4/mmm' symprec=0.1 version='1.16.2',129
mp-22967,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-570896,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mcm' number=140 point_group='4/mmm' symprec=0.1 version='1.16.2',140
mp-774922,crystal_system=<CrystalSystem.tri: 'Triclinic'> symbol='P1' number=1 point_group='1' symprec=0.1 version='1.16.2',1
mp-8053,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmcm' number=63 point_group='mmm' symprec=0.1 version='1.16.2',63
mp-1716,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbcn' number=60 point_group='mmm' symprec=0.1 version='1.16.2',60
mp-862694,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-13270,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Imma' number=74 point_group='mmm' symprec=0.1 version='1.16.2',74
mp-755264,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-6m2' number=187 point_group='-6m2' symprec=0.1 version='1.16.2',187
mp-13090,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',189
mp-22881,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-51,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-867270,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-866202,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-594,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-20436,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-23513,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1029,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-19358,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pbam' number=55 point_group='mmm' symprec=0.1 version='1.16.2',55
mp-1046,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Fddd' number=70 point_group='mmm' symprec=0.1 version='1.16.2',70
mp-865650,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-14285,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='P2_1/c' number=14 point_group='2/m' symprec=0.1 version='1.16.2',14
mp-867769,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-30635,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-1022728,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/mmm' number=139 point_group='4/mmm' symprec=0.1 version='1.16.2',139
mp-11300,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/mmm' number=123 point_group='4/mmm' symprec=0.1 version='1.16.2',123
mp-546790,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/nmm' number=129 point_group='4/mmm' symprec=0.1 version='1.16.2',129
mp-7604,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-862774,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-754311,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3' number=147 point_group='-3' symprec=0.1 version='1.16.2',147
mp-353,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pn-3m' number=224 point_group='m-3m' symprec=0.1 version='1.16.2',224
mp-10630,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-30767,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmmm' number=65 point_group='mmm' symprec=0.1 version='1.16.2',65
mp-19395,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I4/m' number=87 point_group='4/m' symprec=0.1 version='1.16.2',87
mp-23062,crystal_system=<CrystalSystem.mono: 'Monoclinic'> symbol='C2/m' number=12 point_group='2/m' symprec=0.1 version='1.16.2',12
mp-21096,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4/nmm' number=129 point_group='4/mmm' symprec=0.1 version='1.16.2',129
mp-19908,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-556101,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Cmc2_1' number=36 point_group='mm2' symprec=0.1 version='1.16.2',36
mp-867117,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-8180,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3c' number=167 point_group='-3m' symprec=0.1 version='1.16.2',167
mp-571499,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmma' number=51 point_group='mmm' symprec=0.1 version='1.16.2',51
mp-23061,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pmmn' number=59 point_group='mmm' symprec=0.1 version='1.16.2',59
mp-20061,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P-62m' number=189 point_group='-6m2' symprec=0.1 version='1.16.2',189
mp-1784,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-30842,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-11293,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-16290,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',221
mp-5971,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_222' number=180 point_group='622' symprec=0.1 version='1.16.2',180
mp-12892,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6/mmm' number=191 point_group='6/mmm' symprec=0.1 version='1.16.2',191
mp-864954,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-38394,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='I422' number=97 point_group='422' symprec=0.1 version='1.16.2',97
mp-4227,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-8790,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Immm' number=71 point_group='mmm' symprec=0.1 version='1.16.2',71
mp-865041,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-11397,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='P-3m1' number=164 point_group='-3m' symprec=0.1 version='1.16.2',164
mp-1822,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-768358,crystal_system=<CrystalSystem.hex_: 'Hexagonal'> symbol='P6_3/mmc' number=194 point_group='6/mmm' symprec=0.1 version='1.16.2',194
mp-3944,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-25372,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3m' number=166 point_group='-3m' symprec=0.1 version='1.16.2',166
mp-1990,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Ia-3' number=206 point_group='m-3' symprec=0.1 version='1.16.2',206
mp-865125,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-4342,crystal_system=<CrystalSystem.tet: 'Tetragonal'> symbol='P4mm' number=99 point_group='4mm' symprec=0.1 version='1.16.2',99
mp-1019,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fd-3m' number=227 point_group='m-3m' symprec=0.1 version='1.16.2',227
mp-866140,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-568284,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',62
mp-754012,crystal_system=<CrystalSystem.trig: 'Trigonal'> symbol='R-3' number=148 point_group='-3' symprec=0.1 version='1.16.2',148
mp-864939,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
mp-1018063,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',225
